"gid","gene_name","fundescrp"
"15927815","rplF","50S ribosomal protein L6"
"15927816","rpsH","30S ribosomal protein S8"
"15927817","rpsN","30S ribosomal protein S14"
"15927818","rplE","50S ribosomal protein L5"
"15927819","rplX","50S ribosomal protein L24"
"15927820","rplN","50S ribosomal protein L14"
"15927821","rpsQ","30S ribosomal protein S17"
"15927822","rpmC","50S ribosomal protein L29"
"15927823","rplP","50S ribosomal protein L16"
"15927824","rpsC","30S ribosomal protein S3"
"15927825","rplV","50S ribosomal protein L22"
"15927826","rpsS","30S ribosomal protein S19"
"15927827","rplB","50S ribosomal protein L2"
"15927828","rplW","50S ribosomal protein L23"
"15927829","rplD","50S ribosomal protein L4"
"15927830","rplC","50S ribosomal protein L3"
"15927831","rpsJ","30S ribosomal protein S10"
"15927868","ureA","Urease gamma subunit"
"15927869","ureB","Urease beta subunit"
"15927870","ureC","Urease alpha subunit"
"15927946","SA2156","L-Lactate permease lctP homolog"
"15927975","narG","Respiratory nitrate reductase alpha chain"
"15927989","fmhA","fmhA protein"
"15928027","opuCA","glycine betaine/carnitine/choline ABC transporter"
"15928043","opp-1D","oligopeptide transporter putative ATPase domain"
"15928070","SA2279","hypothetical protein, similar to phosphomannomutase"
"15928085","gntK","gluconokinase"
"15928117","ptsG","PTS system, glucose-specific IIABC component"
"15928127","clpL","ATP-dependent Clp proteinase chain ClpL"
"15928136","copA","Copper-transporting ATPase copA"
"15928188","ldh","L-Lactate dehydrogenase"
"15928199","gbsA","Glycine betaine aldehyde dehydrogenase gbsA"
"15928227","SA2434","fructose phosphotransferase system enzyme fruA homolog"
"15928228","pmi","Mannose-6-phosphate isomerase"
"15928286","vraD","hypothetical protein, similar to ABC transporter"
"15928295","gidB","Glucose inhibited division protein B"
"15928296","gidA","glucose inhibited division protein A"
"15928298","rnpA","Ribonuclease P - protein component"
"15928299","rpmH","50S ribosomal protein L34"
"15640036","Yidc","putative inner membrane protein translocase component YidC"
"15640039","rpmH","50S ribosomal protein L34"
"15640044","dnaA","chromosomal replication initiation protein"
"15640047","gyrB","DNA gyrase subunit B"
"15640052","glyS","glycyl-tRNA synthetase subunit beta"
"15640056","VC0024","sulfur transfer protein SirA"
"15640077","fmt","methionyl-tRNA formyltransferase"
"15640116","VC0084","hypothetical protein"
"15640133","VC0101","hypothetical protein"
"15640134","VC0102","hypothetical protein"
"15640136","VC0104","hypothetical protein"
"15640141","VC0109","hypothetical protein"
"15640142","VC0110","hypothetical protein"
"15640143","engB","ribosome biogenesis GTP-binding protein YsxC"
"15640151","hemD","uroporphyrinogen-III synthase"
"15640169","VC0138","hypothetical protein"
"15640174","VC0143","hypothetical protein"
"15640181","VC0150","RNA polymerase factor sigma-32"
"15640188","VC0158","glutamate racemase"
"15640206","VC0176","transcriptional regulator, putative"
"15640219","VC0189","hypothetical protein"
"15640223","VC0193","hypothetical protein"
"15640235","VC0205","hypothetical protein"
"15640245","VC0215","bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase"
"15640248","rpmB","50S ribosomal protein L28"
"15640252","coaD","phosphopantetheine adenylyltransferase"
"15640257","VC0227","3-deoxy-D-manno-octulosonic-acid kinase"
"15640263","VC0233","3-deoxy-D-manno-octulosonic-acid transferase"
"15640284","VC0255","rfbT-related protein"
"15640285","VC0256","transposase OrfAB, subunit A"
"15640286","VC0257","transposase OrfAB, subunit B"
"15640290","VC0261","hypothetical protein"
"15640306","zntR","zinc-responsive transcriptional regulator"
"15640320","VC0292","hypothetical protein"
"15640322","VC0294","hypothetical protein"
"15640323","VC0295","acetyl-CoA carboxylase biotin carboxylase subunit"
"161582029","VC0296","acetyl-CoA carboxylase biotin carboxyl carrier protein subunit"
"15640335","rho","transcription termination factor Rho"
"15640340","VC0313","hypothetical protein"
"15640341","VC0314","hypothetical protein"
"15640342","pssA","phosphatidylserine synthase"
"15640345","murB","UDP-N-acetylenolpyruvoylglucosamine reductase"
"15640346","VC0319","biotin--protein ligase"
"15640349","secE","preprotein translocase subunit SecE"
"15640350","nusG","transcription antitermination protein NusG"
"15640351","rplK","50S ribosomal protein L11"
"15640352","rplA","50S ribosomal protein L1"
"15640353","rplJ","50S ribosomal protein L10"
"15640354","rplL","50S ribosomal protein L7/L12"
"15640355","rpoB","DNA-directed RNA polymerase subunit beta"
"15640359","hemE","uroporphyrinogen decarboxylase"
"15640363","VC0336","phosphoglyceromutase"
"15640370","VC0343","hypothetical protein"
"15640383","VC0356","sulfur transfer complex subunit TusD"
"15640384","VC0357","hypothetical protein"
"15640385","VC0358","hypothetical protein"
"15640386","rpsL","30S ribosomal protein S12"
"15640387","VC0360","30S ribosomal protein S7"
"15640391","VC0364","bacterioferritin-associated ferredoxin"
"15640393","rpsF","30S ribosomal protein S6"
"15640394","VC0367","primosomal replication protein N"
"15640395","rpsR","30S ribosomal protein S18"
"15640396","rplI","50S ribosomal protein L9"
"15640398","VC0371","replicative DNA helicase"
"15640399","alr","alanine racemase"
"15640402","VC0375","hypothetical protein"
"15640407","VC0380","hypothetical protein"
"15640414","VC0387","hypothetical protein"
"15640415","VC0388","hypothetical protein"
"15640424","VC0397","single-stranded DNA-binding protein"
"15640442","VC0415","rod shape-determining protein MreB"
"15640444","VC0417","rod shape-determining protein MreD"
"15640461","VC0434","octaprenyl-diphosphate synthase"
"15640462","rplU","50S ribosomal protein L21"
"15640463","rpmA","50S ribosomal protein L27"
"15640467","VC0440","dihydrofolate reductase"
"15640470","ksgA","dimethyladenosine transferase"
"15640471","pdxA","4-hydroxythreonine-4-phosphate dehydrogenase"
"15640472","VC0445","survival protein SurA"
"15640473","VC0446","organic solvent tolerance protein"
"15640478","VC0451","hypothetical protein"
"15640480","trmB","tRNA (guanine-N(7)-)-methyltransferase"
"15640486","VC0459","hypothetical protein"
"15640493","VC0466","Holliday junction resolvase-like protein"
"15640499","VC0472","S-adenosylmethionine synthetase"
"15640504","pgk","phosphoglycerate kinase"
"15640505","VC0478","fructose-bisphosphate aldolase"
"15640506","VC0479","hypothetical protein"
"15640511","VC0484","hypothetical protein"
"15640518","VC0491","hypothetical protein"
"15640531","VC0507","hypothetical protein"
"15640536","VC0512","methyl-accepting chemotaxis protein"
"15640537","VC0513","AraC/XylS family transcriptional regulator"
"15640538","VC0514","methyl-accepting chemotaxis protein"
"15640539","VC0515","hypothetical protein"
"15640541","VC0517","RNA polymerase sigma factor RpoD"
"15640542","VC0519","hypothetical protein"
"15640543","rpsU","30S ribosomal protein S21"
"66473506","gcp","putative DNA-binding/iron metalloprotein/AP endonuclease"
"15640546","VC0524","dihydroneopterin aldolase FolB, putative"
"15640549","ftsB","cell division protein FtsB"
"15640551","ispF","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
"15640567","alaS","alanyl-tRNA synthetase"
"15640570","VC0548","carbon storage regulator"
"15640571","VC0549","oxaloacetate decarboxylase subunit gamma"
"15640577","VC0555","hypothetical protein"
"15640582","VC0560","signal recognition particle protein"
"15640583","rpsP","30S ribosomal protein S16"
"15640584","rimM","16S rRNA-processing protein RimM"
"15640585","trmD","tRNA (guanine-N(1)-)-methyltransferase"
"15640586","rplS","50S ribosomal protein L19"
"15640587","VC0565","protease DegS"
"15640589","VC0567","cytochrome d ubiquinol oxidase subunit III"
"15640591","VC0569","hypothetical protein"
"15640592","rplM","50S ribosomal protein L13"
"15640593","rpsI","30S ribosomal protein S9"
"15640594","VC0572","hypothetical protein"
"15640599","VC0577","ClpXP protease specificity-enhancing factor"
"15640612","panC","pantoate--beta-alanine ligase"
"15640613","panB","3-methyl-2-oxobutanoate hydroxymethyltransferase"
"15640617","VC0596","dnaK suppressor protein"
"15640619","VC0598","hypothetical protein"
"15640627","VC0606","nitrogen regulatory protein P-II"
"15640641","VC0621","hypothetical protein"
"15640645","VC0625","hypothetical protein"
"15640647","VC0627","iron-sulfur cluster insertion protein ErpA"
"15640657","VC0637","cell division protein FtsH"
"15640658","VC0638","dihydropteroate synthase"
"15640660","secG","preprotein translocase subunit SecG"
"15640661","VC0641","hypothetical protein"
"15640662","nusA","transcription elongation factor NusA"
"15640663","infB","translation initiation factor IF-2"
"161582021","rbfA","ribosome-binding factor A"
"15640666","rpsO","30S ribosomal protein S15"
"15640676","VC0656","DNA polymerase III subunit psi"
"15640680","VC0660","ATP-dependent RNA helicase SrmB"
"15640683","lysS","lysyl-tRNA synthetase"
"15640688","VC0669","hypothetical protein"
"15640693","VC0674","prolipoprotein diacylglyceryl transferase"
"15640694","thyA","thymidylate synthase"
"15640698","rpsT","30S ribosomal protein S20"
"15640699","VC0680","MviN protein"
"15640700","VC0681","bifunctional riboflavin kinase/FMN adenylyltransferase"
"15640701","ileS","isoleucyl-tRNA synthetase"
"15640703","VC0684","peptidyl-prolyl cis-trans isomerase, FKBP-type"
"161582020","ispH","4-hydroxy-3-methylbut-2-enyl diphosphate reductase"
"15640705","VC0686","hypothetical protein"
"15640726","VC0707","hypothetical protein"
"15640727","VC0708","hypothetical protein"
"15640731","VC0712","hypothetical protein"
"15640732","VC0713","hypothetical protein"
"15640738","VC0719","DNA-binding response regulator PhoB"
"15640752","VC0733","hypothetical protein"
"15640754","VC0735","hypothetical protein"
"15640767","VC0748","cysteine desulfurase"
"15640768","VC0749","scaffold protein"
"15640769","VC0750","hesB family protein"
"15640770","hscB","co-chaperone HscB"
"15640775","ndk","nucleoside diphosphate kinase"
"15640778","ispG","4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase"
"15640807","VC0788","DOPA-dioxygenase-related protein"
"15640808","VC0789","hypothetical protein"
"15640815","VC0797","citrate lyase subunit gamma"
"15640822","VC0804","ferredoxin"
"15640841","tpx","thiol peroxidase"
"15640851","VC0834","toxin co-regulated pilus biosynthesis protein S"
"15640853","VC0836","toxin co-regulated pilus biosynthesis protein E"
"15640854","VC0837","toxin co-regulated pilus biosynthesis protein F"
"15640866","VC0850","hypothetical protein"
"15640867","VC0851","small protein A"
"15640869","ppnK","inorganic polyphosphate/ATP-NAD kinase"
"15640870","grpE","heat shock protein GrpE"
"15640880","VC0864","yfhC protein"
"15640887","VC0871","hypothetical protein"
"15640888","VC0872","hypothetical protein"
"15640891","VC0875","prolyl-tRNA synthetase"
"15640892","VC0876","hypothetical protein"
"15640893","VC0877","hypothetical protein"
"15640899","VC0883","hypothetical protein"
"15640901","VC0885","hypothetical protein"
"15640903","VC0887","hypothetical protein"
"15640905","VC0889","1-deoxy-D-xylulose-5-phosphate synthase"
"15640906","VC0890","geranyltranstransferase"
"15640907","VC0891","exodeoxyribonuclease VII small subunit"
"15640909","motB","flagellar motor protein MotB"
"15640913","VC0897","hypothetical protein"
"15640924","VC0908","D,D-heptose 1,7-bisphosphate phosphatase"
"15640927","VC0911","trehalose-6-phosphate hydrolase"
"15640928","VC0912","hypothetical protein"
"15640949","VC0933","hypothetical protein"
"15640961","VC0945","hypothetical protein"
"15640965","VC0949","rod shape-determining protein RodA"
"15640966","VC0950","penicillin-binding protein 2"
"15640969","holA","DNA polymerase III subunit delta"
"15640970","VC0954","rare lipoprotein B"
"15640976","VC0960","putative metalloprotease"
"15640977","VC0961","phoH family protein"
"15640979","VC0963","2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"
"15640982","VC0966","phosphocarrier protein HPr"
"15640983","VC0967","hypothetical protein"
"15640986","VC0970","cell division protein ZipA"
"15640987","ligA","NAD-dependent DNA ligase LigA"
"15640999","VC0984","cholera toxin transcriptional activator"
"15641001","adk","adenylate kinase"
"15641002","hemH","ferrochelatase"
"15641012","VC0997","glutaminyl-tRNA synthetase"
"15641015","VC1000","acetyl-CoA carboxylase subunit beta"
"15641016","VC1001","folylpolyglutamate synthase/dihydrofolate synthase"
"15641021","VC1006","ribonuclease T"
"15641022","VC1007","hypothetical protein"
"15641027","VC1012","electron transport complex RsxE subunit"
"15641028","VC1013","electron transport complex protein RnfG"
"15641031","VC1016","electron transport complex protein RnfB"
"15641033","VC1020","hypothetical protein"
"15641041","VC1028","molybdenum cofactor biosynthesis protein E"
"15641043","VC1030","hypothetical protein"
"15641045","VC1032","hypothetical protein"
"15641047","VC1034","uridine phosphorylase"
"15641066","VC1053","adenine phosphoribosyltransferase"
"15641067","VC1054","DNA polymerase III subunits gamma and tau"
"15641068","VC1055","hypothetical protein"
"15641071","VC1058","hypothetical protein"
"15641083","VC1070","phosphatase, putative"
"15641085","VC1072","hypothetical protein"
"15641120","lolA","outer-membrane lipoprotein carrier protein"
"15641123","VC1110","seryl-tRNA synthetase"
"15641125","VC1112","biotin synthase"
"15641137","VC1124","hypothetical protein"
"15641139","VC1126","adenylosuccinate lyase"
"15641141","mnmA","tRNA-specific 2-thiouridylase MnmA"
"15641143","VC1130","DNA-binding protein H-NS"
"15641144","VC1131","hypothetical protein"
"15641156","clpS","ATP-dependent Clp protease adaptor protein ClpS"
"15641172","VC1159","phosphoserine aminotransferase"
"15641179","aspS","aspartyl-tRNA synthetase"
"15641188","VC1175","hypothetical protein"
"15641189","VC1176","hypothetical protein"
"15641193","VC1180","cysteine/glutathione ABC transporter membrane/ATP-binding component"
"15641200","VC1187","hypothetical protein"
"15641205","VC1192","hypothetical protein"
"15641215","hutH","histidine ammonia-lyase"
"161582010","VC1209","elongation factor P"
"15641228","VC1215","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase"
"15641230","VC1217","hypothetical protein"
"15641232","pheS","phenylalanyl-tRNA synthetase subunit alpha"
"15641233","pheT","phenylalanyl-tRNA synthetase subunit beta"
"15641234","VC1221","hypothetical protein"
"15641235","ihfA","integration host factor subunit alpha"
"15641240","VC1227","hypothetical protein"
"15641244","VC1231","cytidine deaminase"
"15641259","VC1246","hypothetical protein"
"15641260","VC1247","hypothetical protein"
"161582009","nrdB","ribonucleotide-diphosphate reductase subunit beta"
"15641269","VC1256","ribonucleotide-diphosphate reductase subunit alpha"
"15641270","VC1257","3-demethylubiquinone-9 3-methyltransferase"
"15641275","VC1262","hypothetical protein"
"15641276","ribA","GTP cyclohydrolase II"
"15641291","VC1278","MarR family transcriptional regulator"
"15641294","VC1281","PTS system, cellobiose-specific IIB component"
"15641305","VC1292","hypothetical protein"
"161582007","asnC","asparaginyl-tRNA synthetase"
"15641312","VC1299","6-pyruvoyl tetrahydrobiopterin synthase, putative"
"15641320","VC1308","transcriptional regulator TyrR"
"15641322","VC1310","hypothetical protein"
"15641334","VC1322","hypothetical protein"
"15641343","VC1331","hypothetical protein"
"15641363","VC1351","hypothetical protein"
"15641364","VC1352","hypothetical protein"
"15641368","VC1356","sulfite reductase, gamma subunit-related protein"
"15641369","VC1357","hypothetical protein"
"15641370","VC1358","hypothetical protein"
"15641393","VC1381","hypothetical protein"
"15641395","VC1383","hypothetical protein"
"15641397","VC1385","hypothetical protein"
"15641399","VC1387","hypothetical protein"
"15641401","VC1389","hypothetical protein"
"15641407","VC1396","hypothetical protein"
"15641415","VC1404","hypothetical protein"
"15641430","VC1419","hypothetical protein"
"15641432","VC1421","hypothetical protein"
"15641443","VC1432","C32 tRNA thiolase"
"15641447","VC1436","FixS-related protein"
"15641451","VC1440","cytochrome c oxidase, subunit CcoQ"
"15641460","VC1449","hypothetical protein"
