"access_num","koid","cogid","description","ec"
"CEG1323","K03732","COG0513LKJ","ATP-dependent RNA helicase RhlB","[EC:3.6.4.13]"
"CEG1324","K03733","COG4973L","integrase/recombinase XerC","---"
"CEG1325","K03734","COG0797M","thiamine biosynthesis lipoprotein","---"
"CEG1326","K03739","COG1696M","membrane protein involved in D-alanine export","---"
"CEG1327","K03740","COG3966M","D-alanine transfer protein","---"
"CEG1328","K03741","COG0394T","arsenate reductase","[EC:1.20.4.1]"
"CEG1329","K03745","COG2900S","SlyX protein","---"
"CEG1330","K03750","COG0303H","molybdopterin biosynthesis protein MoeA","---"
"CEG1331","K03753","COG1763H","molybdopterin-guanine dinucleotide biosynthesis protein B","---"
"CEG1332","K03775","COG1047O","FKBP-type peptidyl-prolyl cis-trans isomerase SlyD","[EC:5.2.1.8]"
"CEG1333","K03778","COG1052CHR","D-lactate dehydrogenase","[EC:1.1.1.28]"
"CEG1334","K03782","COG0376P","catalase/peroxidase","[EC:1.11.1.6 1.11.1.7]"
"CEG1335","K03791","COG3179R","putative chitinase","---"
"CEG1336","K03797","COG0793M","carboxyl-terminal processing protease","[EC:3.4.21.102]"
"CEG1337","K03799","COG0501O","heat shock protein HtpX","[EC:3.4.24.-]"
"CEG1338","K03811","COG3201H","nicotinamide mononucleotide transporter","---"
"CEG1339","K03812","COG3130J","ribosome modulation factor","---"
"CEG1340","K03814","COG0744M","monofunctional biosynthetic peptidoglycan transglycosylase","[EC:2.4.1.-]"
"CEG1341","K03817","COG1670J","ribosomal-protein-serine acetyltransferase","[EC:2.3.1.-]"
"CEG1342","K03818","COG0110R","putative colanic acid biosynthesis acetyltransferase WcaF","[EC:2.3.1.-]"
"CEG1343","K03822","COG0318IQ","putative long chain acyl-CoA synthase","[EC:6.2.1.-]"
"CEG1344","K03823","COG1247M","phosphinothricin acetyltransferase","[EC:2.3.1.183]"
"CEG1345","K03824","COG3153R","putative acetyltransferase","[EC:2.3.1.-]"
"CEG1346","K03833","COG3276J","selenocysteine-specific elongation factor","---"
"CEG1347","K03834","COG0814E","tyrosine-specific transport protein","---"
"CEG1348","K03836","COG0814E","low affinity tryptophan permease","---"
"CEG1349","K03885","COG0446R","NADH dehydrogenase","[EC:1.6.99.3]"
"CEG1350","K03889","COG2010C","ubiquinol-cytochrome c reductase cytochrome c subunit","---"
"CEG1351","K03890","COG0723C","ubiquinol-cytochrome c reductase iron-sulfur subunit","---"
"CEG1352","K03891","COG1290C","ubiquinol-cytochrome c reductase cytochrome b subunit","---"
"CEG1353","K03921","---","acyl-[acyl-carrier-protein] desaturase","[EC:1.14.19.2]"
"CEG1354","K03922","---","acyl-[acyl-carrier-protein] desaturase","[EC:1.14.19.2]"
"CEG1355","K03924","COG0714R","MoxR-like ATPase","[EC:3.6.3.-]"
"CEG1356","K03969","COG1842KT","phage shock protein A","---"
"CEG1357","K03972","COG0607P","phage shock protein E","---"
"CEG1358","K03981","COG1651O","thiol:disulfide interchange protein DsbC","[EC:5.3.4.1]"
"CEG1359","K04013","---","formate-dependent nitrite reductase, penta-haeme cytochrome c","---"
"CEG1360","K04014","COG0437C","formate-dependent nitrite reductase, Fe-S protein","---"
"CEG1361","K04026","COG4816E","ethanolamine utilization protein EutL","---"
"CEG1362","K04028","COG4576QC","ethanolamine utilization protein EutN","---"
"CEG1363","K04051","---","type III secretion protein SctG","---"
"CEG1364","K04052","---","type III secretion protein SctH","---"
"CEG1365","K04056","---","type III secretion protein SctO","---"
"CEG1366","K04067","COG3923L","primosomal replication protein N","---"
"CEG1367","K04069","COG1180O","pyruvate formate lyase activating enzyme","[EC:1.97.1.4]"
"CEG1368","K04072","COG1012C","acetaldehyde dehydrogenase / alcohol dehydrogenase","[EC:1.2.1.10 1.1.1.1]"
"CEG1369","K04074","COG3599D","cell division initiation protein","---"
"CEG1370","K04083","---","molecular chaperone Hsp33","---"
"CEG1371","K04086","COG0542O","ATP-dependent Clp protease ATP-binding subunit ClpL","---"
"CEG1372","K04088","COG0330O","membrane protease subunit HflK","[EC:3.4.-.-]"
"CEG1373","K04094","COG1206J","glucose inhibited division protein Gid","---"
"CEG1374","K04096","COG0758LU","DNA processing protein","---"
"CEG1375","K04334","COG1012C","major curlin subunit","---"
"CEG1376","K04337","COG4670I","curli production assembly/transport component CsgE","---"
"CEG1377","K04477","COG1387ER","putative hydrolase","---"
"CEG1378","K04485","COG1066O","DNA repair protein RadA/Sms","---"
"CEG1379","K04562","COG0455D","flagellar biosynthesis protein FlhG","---"
"CEG1380","K04653","COG0298O","hydrogenase expression/formation protein HypC","---"
"CEG1381","K04751","COG0347E","nitrogen regulatory protein P-II 1","---"
"CEG1382","K04752","COG0347E","nitrogen regulatory protein P-II 2","---"
"CEG1383","K04753","COG2132Q","suppressor of ftsI","---"
"CEG1384","K04758","COG1918P","ferrous iron transport protein A","---"
"CEG1385","K04760","COG0782K","transcription elongation factor GreB","---"
"CEG1386","K04761","---","LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator","---"
"CEG1387","K04763","COG4974L","integrase/recombinase XerD","---"
"CEG1388","K04770","COG1067O","Lon-like ATP-dependent protease","[EC:3.4.21.-]"
"CEG1389","K04771","COG0265O","serine protease Do","[EC:3.4.21.107]"
"CEG1390","K04772","COG0265O","serine protease DegQ","[EC:3.4.21.-]"
"CEG1391","K04774","COG0616OU","serine protease SohB","[EC:3.4.21.-]"
"CEG1392","K04781","COG0147EH","salicylate synthetase","[EC:5.4.4.2 4.1.3.-]"
"CEG1393","K04790","COG3321Q","mycobactin polyketide synthetase MbtC","---"
"CEG1394","K04793","COG3486Q","mycobactin lysine-N-oxygenase","---"
"CEG1395","K05365","COG0744M","penicillin-binding protein 1B","[EC:2.4.1.129 3.4.-.-]"
"CEG1396","K05366","COG0744M","penicillin-binding protein 1A","[EC:2.4.1.- 3.4.-.-]"
"CEG1397","K05527","COG0271T","BolA protein","---"
"CEG1398","K05539","COG0042J","tRNA-dihydrouridine synthase A","[EC:1.-.-.-]"
"CEG1399","K05559","COG2111P","multicomponent K+:H+ antiporter subunit A","---"
"CEG1400","K05560","---","multicomponent K+:H+ antiporter subunit C","---"
"CEG1401","K05561","COG0651CP","multicomponent K+:H+ antiporter subunit D","---"
"CEG1402","K05562","COG1863P","multicomponent K+:H+ antiporter subunit E","---"
"CEG1403","K05563","COG2212P","multicomponent K+:H+ antiporter subunit F","---"
"CEG1404","K05564","COG1320P","multicomponent K+:H+ antiporter subunit G","---"
"CEG1405","K05565","COG1757C","multicomponent Na+:H+ antiporter subunit A","---"
"CEG1406","K05566","COG2111P","multicomponent Na+:H+ antiporter subunit B","---"
"CEG1407","K05590","COG0513LKJ","ATP-dependent RNA helicase SrmB","[EC:2.7.7.-]"
"CEG1408","K05709","COG5517Q","small terminal subunit of phenylpropionate dioxygenase","[EC:1.14.12.19]"
"CEG1409","K05710","COG2146PR","ferredoxin subunit of phenylpropionate dioxygenase","---"
"CEG1410","K05772","COG2998H","putative tungstate transport system substrate-binding protein","---"
"CEG1411","K05779","COG4136R","putative thiamine transport system ATP-binding protein","---"
"CEG1412","K05795","COG2310T","tellurium resistance protein TerD","---"
"CEG1413","K05808","---","putative sigma-54 modulation protein","---"
"CEG1414","K05810","COG1496S","conserved hypothetical protein","---"
"CEG1415","K05813","COG1653G","sn-glycerol 3-phosphate transport system substrate-binding protein","---"
"CEG1416","K05816","COG3839G","sn-glycerol 3-phosphate transport system ATP-binding protein","[EC:3.6.3.20]"
"CEG1417","K05823","COG1473R","N-acetyldiaminopimelate deacetylase","[EC:3.5.1.47]"
"CEG1418","K05834","COG1280E","homoserine/homoserine lactone efflux protein","---"
"CEG1419","K05844","COG0189HJ","ribosomal protein S6 modification protein","---"
"CEG1420","K05847","COG1125E","osmoprotectant transport system ATP-binding protein","---"
"CEG1421","K05851","---","adenylate cyclase, class 1","[EC:4.6.1.1]"
"CEG1422","K05876","COG0840NT","methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor","---"
"CEG1423","K05879","COG2376G","dihydroxyacetone kinase, C-terminal domain","[EC:2.7.1.-]"
"CEG1424","K05984","COG0322L","excinuclease Cho","[EC:3.1.25.-]"
"CEG1425","K05997","COG0316S","Fe-S cluster assembly protein SufA","---"
"CEG1426","K06044","COG3280G","(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase","[EC:5.4.99.15]"
"CEG1427","K06076","COG2067I","long-chain fatty acid transport protein","---"
"CEG1428","K06131","COG1502I","cardiolipin synthase","[EC:2.7.8.-]"
"CEG1429","K06140","COG0782K","regulator of nucleoside diphosphate kinase","---"
"CEG1430","K06158","COG0488R","ATP-binding cassette, sub-family F, member 3","---"
"CEG1431","K06168","COG0621J","bifunctional enzyme involved in thiolation and methylation of tRNA","---"
"CEG1432","K06169","COG4445FJ","tRNA-(ms[2]io[6]A)-hydroxylase","[EC:1.-.-.-]"
"CEG1433","K06176","COG0585S","tRNA pseudouridine synthase D","[EC:5.4.99.12]"
"CEG1434","K06179","COG0564J","ribosomal large subunit pseudouridine synthase C","[EC:5.4.99.12]"
"CEG1435","K06183","COG1187J","ribosomal small subunit pseudouridine synthase A","[EC:5.4.99.12]"
"CEG1436","K06189","COG4535P","magnesium and cobalt transporter","---"
"CEG1437","K06193","COG2824P","phosphonoacetate hydrolase","[EC:3.11.1.2]"
"CEG1438","K06197","---","cation transport regulator","---"
"CEG1439","K06198","COG4469R","competence protein CoiA","---"
"CEG1440","K06199","COG0239D","CrcB protein","---"
"CEG1441","K06200","COG1966T","carbon starvation protein","---"
"CEG1442","K06201","COG3142P","copper homeostasis protein","---"
"CEG1443","K06202","---","CyaY protein","---"
"CEG1444","K06203","COG2981E","CysZ protein","---"
"CEG1445","K06204","COG1734T","DnaK suppressor protein","---"
"CEG1446","K06207","COG1217T","GTP-binding protein","---"
"CEG1447","K06211","COG1056H","HipB family transcriptional regulator, involved in the regulation of NAD biosynthesis","---"
"CEG1448","K06212","COG2116P","formate transporter","---"
"CEG1449","K06213","COG2239P","magnesium transporter","---"
"CEG1450","K06217","COG1702T","phosphate starvation-inducible protein PhoH and related proteins","---"
"CEG1451","K06218","COG2026JD","RelE protein","---"
"CEG1452","K06282","COG1740C","hydrogenase small subunit","[EC:1.12.99.6]"
"CEG1453","K06287","COG0424D","septum formation protein","---"
"CEG1454","K06442","COG1189J","putative hemolysin","---"
"CEG1455","K06518","COG1380R","holin-like protein","---"
"CEG1456","K06866","COG3445R","autonomous glycyl radical cofactor","---"
"CEG1457","K06879","COG0780R","7-cyano-7-deazaguanine reductase","[EC:1.7.1.13]"
"CEG1458","K06882","COG3401R","---","---"
"CEG1459","K06884","COG3729R","---","---"
"CEG1460","K06895","COG1279R","L-lysine exporter family protein LysE/ArgO","---"
"CEG1461","K06896","COG3568R","---","---"
"CEG1462","K06909","COG1783R","---","---"
"CEG1463","K06910","COG1881R","---","---"
"CEG1464","K06915","COG0433R","---","---"
"CEG1465","K06918","---","---","---"
"CEG1466","K06924","COG3044R","---","---"
"CEG1467","K06929","COG1832R","---","---"
"CEG1468","K06934","COG1661R","---","---"
"CEG1469","K06957","COG1444R","tRNA(Met) cytidine acetyltransferase","[EC:2.3.1.-]"
"CEG1470","K06958","COG1660R","UPF0042 nucleotide-binding protein","---"
"CEG1471","K06959","COG2183K","uncharacterized protein","---"
"CEG1472","K06973","COG2738R","---","---"
"CEG1473","K06978","COG2936R","---","---"
"CEG1474","K06994","COG2409R","putative drug exporter of the RND superfamily","---"
"CEG1475","K06995","---","---","---"
"CEG1476","K06998","COG0384R","---","---"
"CEG1477","K07000","COG3150R","---","---"
"CEG1478","K07001","COG1752R","---","---"
"CEG1479","K07008","COG0121R","glutamine amidotransferase","---"
"CEG1480","K07011","COG1216R","---","---"
"CEG1481","K07014","COG3083R","---","---"
"CEG1482","K07053","COG0613R","---","---"
"CEG1483","K07058","COG1295S","membrane protein","---"
"CEG1484","K07062","COG1487R","---","---"
"CEG1485","K07071","COG1090R","---","---"
"CEG1486","K07076","---","---","---"
"CEG1487","K07082","COG0115EH","UPF0755 protein","---"
"CEG1488","K07085","COG2985R","putative transport protein","---"
"CEG1489","K07109","---","---","---"
"CEG1490","K07112","COG2391R","---","---"
"CEG1491","K07118","COG2910R","---","---"
"CEG1492","K07121","COG3107R","---","---"
"CEG1493","K07122","COG3113R","---","---"
"CEG1494","K07127","COG2351R","5-hydroxyisourate hydrolase","[EC:3.5.2.17]"
"CEG1495","K07130","COG1878R","---","---"
"CEG1496","K07133","COG1373R","---","---"
"CEG1497","K07149","COG2364S","---","---"
"CEG1498","K07154","COG3550R","---","---"
"CEG1499","K07164","COG1579R","---","---"
"CEG1500","K07170","COG1956T","GAF domain-containing protein","---"
"CEG1501","K07172","COG2336T","---","---"
"CEG1502","K07183","COG3707T","response regulator NasT","---"
"CEG1503","K07184","COG3103T","SH3 domain protein","---"
"CEG1504","K07213","COG2608P","---","---"
"CEG1505","K07214","COG2382P","enterochelin esterase and related enzymes","---"
"CEG1506","K07241","COG3376P","high-affinity nickel-transport protein","---"
"CEG1507","K07245","COG3336S","putative copper resistance protein D","---"
"CEG1508","K07254","COG1418R","hypothetical protein","---"
"CEG1509","K07263","COG0612R","zinc protease","[EC:3.4.99.-]"
"CEG1510","K07270","COG3306M","glycosyl transferase, family 25","---"
"CEG1511","K07278","COG0729M","outer membrane protein","---"
"CEG1512","K07283","COG3137M","putative salt-induced outer membrane protein","---"
"CEG1513","K07285","COG3065M","outer membrane lipoprotein","---"
"CEG1514","K07306","COG0243C","anaerobic dimethyl sulfoxide reductase subunit A","[EC:1.8.99.-]"
"CEG1515","K07307","COG0437C","anaerobic dimethyl sulfoxide reductase subunit B (DMSO reductase iron- sulfur subunit)","---"
"CEG1516","K07308","COG3302R","anaerobic dimethyl sulfoxide reductase subunit C (DMSO reductase anchor subunit)","---"
"CEG1517","K07311","COG0437C","Tat-targeted selenate reductase subunit YnfG","---"
"CEG1518","K07313","COG0639T","serine/threonine protein phosphatase 1","[EC:3.1.3.16]"
"CEG1519","K07319","COG0863L","putative adenine-specific DNA-methyltransferase","[EC:2.1.1.72]"
"CEG1520","K07322","COG2846D","regulator of cell morphogenesis and NO signaling","---"
"CEG1521","K07341","COG3654R","death on curing protein","---"
"CEG1522","K07343","COG3070K","DNA transformation protein and related proteins","---"
"CEG1523","K07347","COG3188NU","outer membrane usher protein","---"
"CEG1524","K07387","COG0501O","putative metalloprotease","[EC:3.4.24.-]"
"CEG1525","K07389","COG2994O","cytolysin-activating lysine-acyltransferase","[EC:2.3.1.-]"
"CEG1526","K07402","COG1975O","xanthine dehydrogenase accessory factor","---"
"CEG1527","K07444","COG0116L","putative N6-adenine-specific DNA methylase","[EC:2.1.1.-]"
"CEG1528","K07456","COG1193L","DNA mismatch repair protein MutS2","---"
"CEG1529","K07467","COG2946L","phage replication initiation protein","---"
"CEG1530","K07470","COG3449L","DNA gyrase inhibitor","---"
"CEG1531","K07479","COG0551L","putative DNA topoisomerase","---"
"CEG1532","K07480","COG1662L","insertion element IS1 protein InsB","---"
"CEG1533","K07481","COG3039L","transposase, IS5 family","---"
"CEG1534","K07486","COG3547L","transposase","---"
"CEG1535","K07490","---","ferrous iron transport protein C","---"
"CEG1536","K07507","COG1285S","putative Mg2+ transporter-C (MgtC) family protein","---"
"CEG1537","K07533","COG0760O","foldase protein PrsA","[EC:5.2.1.8]"
"CEG1538","K07560","COG1490J","D-tyrosyl-tRNA(Tyr) deacylase","[EC:3.1.-.-]"
"CEG1539","K07567","COG0251J","TdcF protein","---"
"CEG1540","K07584","COG2868J","hypothetical protein","---"
"CEG1541","K07591","---","threonine dehydratase operon activator protein","---"
"CEG1542","K07636","COG0642T","two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR","[EC:2.7.13.3]"
"CEG1543","K07638","COG0642T","two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ","[EC:2.7.13.3]"
"CEG1544","K07639","COG0642T","two-component system, OmpR family, sensor histidine kinase RstB","[EC:2.7.13.3]"
"CEG1545","K07653","COG0642T","two-component system, OmpR family, sensor histidine kinase MprB","[EC:2.7.13.3]"
"CEG1546","K07654","COG0642T","two-component system, OmpR family, sensor histidine kinase MtrB","[EC:2.7.13.3]"
"CEG1547","K07657","COG0745TK","two-component system, OmpR family, phosphate regulon response regulator PhoB","---"
"CEG1548","K07659","COG0745TK","two-component system, OmpR family, phosphate regulon response regulator OmpR","---"
"CEG1549","K07666","COG0745TK","two-component system, OmpR family, response regulator QseB","---"
"CEG1550","K07667","COG0745TK","two-component system, OmpR family, KDP operon response regulator KdpE","---"
"CEG1551","K07681","COG4585T","two-component system, NarL family, vancomycin resistance sensor histidine kinase VraS","[EC:2.7.13.3]"
"CEG1552","K07682","COG2203T","two-component system, NarL family, sensor histidine kinase DevS","[EC:2.7.13.3]"
"CEG1553","K07685","COG2197TK","two-component system, NarL family, nitrate/nitrite response regulator NarP","---"
"CEG1554","K07722","COG0864K","CopG family transcriptional regulator, nickel-responsive regulator","---"
"CEG1555","K07726","COG2944K","putative transcriptional regulator","---"
"CEG1556","K07727","---","putative transcriptional regulator","---"
"CEG1557","K07729","COG1476K","putative transcriptional regulator","---"
"CEG1558","K07735","COG1678K","putative transcriptional regulator","---"
"CEG1559","K07738","COG1327K","transcriptional repressor NrdR","---"
"CEG1560","K07740","COG3160K","regulator of sigma D","---"
"CEG1561","K07741","COG3561K","anti-repressor protein","---"
"CEG1562","K07772","COG0745TK","two-component system, OmpR family, torCAD operon response regulator TorR","---"
"CEG1563","K07780","COG2207K","AraC family transcriptional regulator, transcriptional regulator required for anaerobic and stationary phase induction of genes","---"
"CEG1564","K07803","COG3678UNTP","zinc resistance-associated protein","---"
"CEG1565","K07816","COG2357S","putative GTP pyrophosphokinase","[EC:2.7.6.5]"
"CEG1566","K08077","---","UDP-sugar diphosphatase","[EC:3.6.1.45]"
"CEG1567","K08092","---","3-dehydro-L-gulonate 2-dehydrogenase","[EC:1.1.1.130]"
"CEG1568","K08167","COG0477GEPR","MFS transporter, DHA2 family, methyl viologen resistance protein SmvA","---"
"CEG1569","K08304","COG2821M","membrane-bound lytic murein transglycosylase A","[EC:3.2.1.-]"
"CEG1570","K08309","COG0741M","soluble lytic murein transglycosylase","[EC:3.2.1.-]"
"CEG1571","K08310","COG0494LR","dATP pyrophosphohydrolase","[EC:3.6.1.-]"
"CEG1572","K08311","COG0494LR","putative (di)nucleoside polyphosphate hydrolase","[EC:3.6.1.-]"
"CEG1573","K08315","COG0680C","hydrogenase 3 maturation protease","[EC:3.4.-.-]"
"CEG1574","K08319","COG2084I","putative dehydrogenase","[EC:1.1.-.-]"
"CEG1575","K08324","COG1012C","aldehyde dehydrogenase family protein","[EC:1.2.1.-]"
"CEG1576","K08346","COG1140C","nitrate reductase 2, beta subunit","[EC:1.7.99.4]"
"CEG1577","K08363","---","mercuric ion transport protein","---"
"CEG1578","K08485","COG1925G","phosphocarrier protein NPr","---"
"CEG1579","K08567","COG0680C","hydrogenase 2 maturation protease","[EC:3.4.24.-]"
"CEG1580","K08598","---","YopJ protease family","---"
"CEG1581","K08680","COG0596R","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","[EC:4.2.99.20]"
"CEG1582","K08693","COG0737F","3'-nucleotidase","[EC:3.1.3.6]"
"CEG1583","K08984","COG3647S","putative membrane protein","---"
"CEG1584","K08993","COG3776S","putative membrane protein","---"
"CEG1585","K09001","COG2377O","anhydro-N-acetylmuramic acid kinase","[EC:2.7.1.-]"
"CEG1586","K09007","COG1469S","hypothetical protein","---"
"CEG1587","K09009","COG1507S","hypothetical protein","---"
"CEG1588","K09020","COG1335Q","putative isochorismatase family protein RutB","[EC:3.-.-.-]"
"CEG1589","K09021","COG0251J","UPF0076 protein RutC","---"
"CEG1590","K09022","COG0251J","UPF0076 protein YjgF","---"
"CEG1591","K09117","COG1610S","hypothetical protein","---"
"CEG1592","K09125","COG1738S","hypothetical protein","---"
"CEG1593","K09160","COG2983S","hypothetical protein","---"
"CEG1594","K09680","COG5146H","type II pantothenate kinase","[EC:2.7.1.33]"
"CEG1595","K09686","COG0842V","antibiotic transport system permease protein","---"
"CEG1596","K09687","COG1131V","antibiotic transport system ATP-binding protein","---"
"CEG1597","K09691","COG1134GM","lipopolysaccharide transport system ATP-binding protein","---"
"CEG1598","K09699","COG0508C","2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase)","[EC:2.3.1.168]"
"CEG1599","K09710","---","hypothetical protein","---"
"CEG1600","K09761","COG1385S","ribosomal RNA small subunit methyltransferase E","[EC:2.1.1.-]"
"CEG1601","K09762","COG1481S","hypothetical protein","---"
"CEG1602","K09771","COG1742S","hypothetical protein","---"
"CEG1603","K09772","COG1799S","cell division inhibitor SepF","---"
"CEG1604","K09787","COG2739S","hypothetical protein","---"
"CEG1605","K09789","---","hypothetical protein","---"
"CEG1606","K09790","COG2832S","hypothetical protein","---"
"CEG1607","K09799","---","hypothetical protein","---"
"CEG1608","K09800","COG2911S","hypothetical protein","---"
"CEG1609","K09803","COG2929S","hypothetical protein","---"
"CEG1610","K09804","COG2952S","hypothetical protein","---"
"CEG1611","K09805","COG2958S","hypothetical protein","---"
"CEG1612","K09806","---","hypothetical protein","---"
"CEG1613","K09820","COG1121P","manganese/iron transport system ATP-binding protein","---"
"CEG1614","K09824","---","hypothetical protein","---"
"CEG1615","K09861","COG3022S","hypothetical protein","---"
"CEG1616","K09895","COG3079S","hypothetical protein","---"
"CEG1617","K09897","COG3085S","hypothetical protein","---"
"CEG1618","K09899","---","hypothetical protein","---"
"CEG1619","K09901","---","hypothetical protein","---"
"CEG1620","K09904","COG3082S","hypothetical protein","---"
"CEG1621","K09917","COG3140S","hypothetical protein","---"
"CEG1622","K09918","COG3141S","hypothetical protein","---"
"CEG1623","K09920","COG3151S","hypothetical protein","---"
"CEG1624","K09923","COG3171S","hypothetical protein","---"
"CEG1625","K09931","COG3222S","hypothetical protein","---"
"CEG1626","K09933","COG3228S","hypothetical protein","---"
"CEG1627","K09935","COG3236S","hypothetical protein","---"
"CEG1628","K09936","COG3238S","hypothetical protein","---"
"CEG1629","K09937","COG3242S","hypothetical protein","---"
"CEG1630","K09940","COG3296S","hypothetical protein","---"
"CEG1631","K09946","COG3422S","hypothetical protein","---"
"CEG1632","K09956","COG3553S","hypothetical protein","---"
"CEG1633","K09961","COG3567S","hypothetical protein","---"
"CEG1634","K09973","COG3735S","hypothetical protein","---"
"CEG1635","K09975","COG3758S","hypothetical protein","---"
"CEG1636","K09979","COG3787S","hypothetical protein","---"
"CEG1637","K09997","COG0834ET","arginine transport system substrate-binding protein","---"
"CEG1638","K10000","COG4161E","arginine transport system ATP-binding protein","[EC:3.6.3.-]"
"CEG1639","K10002","COG0765E","glutamate/aspartate transport system permease protein","---"
"CEG1640","K10004","COG1126E","glutamate/aspartate transport system ATP-binding protein","[EC:3.6.3.-]"
"CEG1641","K10009","COG0765E","cystine transport system permease protein","---"
"CEG1642","K10015","COG4160E","histidine transport system permease protein","---"
"CEG1643","K10037","COG0765E","glutamine transport system permease protein","---"
"CEG1644","K10040","COG0765E","putative glutamine transport system permease protein","---"
"CEG1645","K10112","COG3839G","maltose/maltodextrin transport system ATP-binding protein","---"
"CEG1646","K10230","COG3839G","sorbitol/mannitol transport system ATP-binding protein","---"
"CEG1647","K10253","COG3805Q","DOPA 4,5-dioxygenase","[EC:1.14.99.-]"
"CEG1648","K10537","COG1879G","L-arabinose transport system substrate-binding protein","---"
"CEG1649","K10539","COG1129G","L-arabinose transport system ATP-binding protein","[EC:3.6.3.17]"
"CEG1650","K10563","COG0266L","formamidopyrimidine-DNA glycosylase","[EC:3.2.2.23 4.2.99.18]"
"CEG1651","K10710","COG0524G","fructoselysine 6-kinase","[EC:2.7.1.-]"
"CEG1652","K10748","---","DNA replication terminus site-binding protein","---"
"CEG1653","K10764","COG0626E","O-succinylhomoserine sulfhydrylase","[EC:2.5.1.-]"
"CEG1654","K10773","COG0177L","endonuclease III","[EC:4.2.99.18]"
"CEG1655","K10915","COG0156H","CAI-1 autoinducer synthase","[EC:2.3.-.-]"
"CEG1656","K10921","COG3710K","cholera toxin transcriptional activator","---"
"CEG1657","K10929","---","cholera enterotoxin subunit B","---"
"CEG1658","K10934","COG1459NU","toxin co-regulated pilus biosynthesis protein E","---"
"CEG1659","K10935","---","toxin co-regulated pilus biosynthesis protein F","---"
"CEG1660","K10964","---","toxin co-regulated pilus biosynthesis protein S","---"
"CEG1661","K11039","---","delta-hemolysin","---"
"CEG1662","K11065","COG2077O","thiol peroxidase, atypical 2-Cys peroxiredoxin","[EC:1.11.1.15]"
"CEG1663","K11066","COG3023V","N-acetylmuramoyl-L-alanine amidase","[EC:3.5.1.28]"
"CEG1664","K11103","COG1301C","aerobic C4-dicarboxylate transport protein","---"
"CEG1665","K11178","COG1319C","xanthine dehydrogenase YagS FAD-binding subunit","[EC:1.17.1.4]"
"CEG1666","K11202","COG1445G","PTS system, fructose-specific IIB-like component","[EC:2.7.1.69]"
"CEG1667","K11209","COG0625O","GST-like protein","---"
"CEG1668","K11211","COG3642T","3-deoxy-D-manno-octulosonic acid kinase","[EC:2.7.1.-]"
"CEG1669","K11263","COG4770I","acetyl-/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein","[EC:6.3.4.14]"
"CEG1670","K11386","---","arabinosyltransferase B","[EC:2.4.2.-]"
"CEG1671","K11387","---","arabinosyltransferase C","[EC:2.4.2.-]"
"CEG1672","K11533","COG0304IQ","fatty acid synthase, bacteria type","[EC:2.3.1.-]"
"CEG1673","K11631","COG1136V","bacitracin transport system ATP-binding protein","---"
"CEG1674","K11693","COG2348V","peptidoglycan pentaglycine glycine transferase (the first glycine)","[EC:2.3.2.-]"
"CEG1675","K11694","COG2348V","peptidoglycan pentaglycine glycine transferase (the second and third glycine)","[EC:2.3.2.-]"
"CEG1676","K11695","COG2348V","peptidoglycan pentaglycine glycine transferase (the fourth and fifth glycine)","[EC:2.3.2.-]"
"CEG1677","K11742","COG2076P","spermidine export protein MdtI","---"
"CEG1678","K11747","COG0475P","glutathione-regulated potassium-efflux system protein KefB","---"
"CEG1679","K11896","COG3519S","type VI secretion system protein ImpG","---"
"CEG1680","K11903","COG3157S","type VI secretion system secreted protein Hcp","---"
"CEG1681","K11924","COG1321K","DtxR family transcriptional regulator, manganese transport regulator","---"
"CEG1682","K12050","---","ComB8 competence protein","---"
"CEG1683","K12140","COG4237C","hydrogenase-4 component E","[EC:1.-.-.-]"
"CEG1684","K12141","COG0651CP","hydrogenase-4 component F","[EC:1.-.-.-]"
"CEG1685","K12147","---","acidic protein MsyB","---"
"CEG1686","K12262","---","cytochrome b561","---"
"CEG1687","K12371","COG0444EP","dipeptide transport system ATP-binding protein","---"
"CEG1688","K12372","COG4608E","dipeptide transport system ATP-binding protein","---"
"CEG1689","K12428","COG0318IQ","fatty acid CoA ligase FadD32","---"
"CEG1690","K12429","COG0318IQ","fatty acid CoA ligase FadD36","---"
"CEG1691","K12434","COG3321Q","polyketide synthase 7","---"
"CEG1692","K12435","COG3321Q","polyketide synthase 8","---"
"CEG1693","K12437","COG3319Q","polyketide synthase 13","---"
"CEG1694","K12439","COG3321Q","polyketide synthase 17","---"
"CEG1695","K12529","COG1319C","putative selenate reductase FAD-binding subunit","---"
"CEG1696","K12552","COG0768M","penicillin-binding protein 1","[EC:3.4.-.-]"
"CEG1697","K12556","COG0768M","penicillin-binding protein 2X","[EC:2.3.2.-]"
"CEG1698","K12583","COG0438M","phosphatidylinositol alpha 1,6-mannosyltransferase","[EC:2.4.1.-]"
"CEG1699","K12661","COG4948MR","L-rhamnonate dehydratase","[EC:4.2.1.90]"
